address,type,rent,beds,baths,sqft,Location,Area
"Jamtola, Kawlar, Dakshin Khan, Dhaka",Apartment,18000.0,3 ,3 ,"1,650 ",Dhaka,Dakshin Khan
"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka",Apartment,15000.0,2 ,2 ,"1,000 ",Dhaka,Mohammadpur
"Mohammadpur, Dhaka",Apartment,23000.0,3 ,3 ,"1,250 ",Dhaka,Mohammadpur
"Banani DOHS, Dhaka",Apartment,70000.0,3 ,4 ,"1,800 ",Dhaka,Banani DOHS
"Ashkona, Dakshin Khan, Dhaka",Apartment,20000.0,3 ,2 ,"1,100 ",Dhaka,Dakshin Khan
"Block D, Bashundhara R-A, Dhaka",Apartment,40000.0,3 ,3 ,"1,300 ",Dhaka,Bashundhara R-A
"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,15000.0,3 ,4 ,"1,654 ",Dhaka,Uttara
"Mohammadpur, Dhaka",Apartment,20000.0,2 ,2 ,700 ,Dhaka,Mohammadpur
"Sector 1, Uttara, Dhaka",Apartment,50000.0,3 ,4 ,"2,250 ",Dhaka,Uttara
"East Kazipara, Mirpur, Dhaka",Apartment,16000.0,3 ,3 ,"1,200 ",Dhaka,Mirpur
"Mohammadpur, Dhaka",Apartment,17000.0,2 ,2 ,720 ,Dhaka,Mohammadpur
"Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",Apartment,25000.0,3 ,3 ,"1,300 ",Chattogram,Khulshi
"Gulshan 2, Gulshan, Dhaka",Apartment,190000.0,4 ,5 ,"4,200 ",Dhaka,Gulshan
"East Hazipara, East Rampura, Rampura, Dhaka",Apartment,20000.0,3 ,3 ,"1,200 ",Dhaka,Rampura
"Bayazid, Chattogram",Apartment,14000.0,2 ,2 ,950 ,Chattogram,Bayazid
"South Khulshi, Khulshi, Chattogram",Apartment,25000.0,3 ,4 ,"1,400 ",Chattogram,Khulshi
"Mohammadpur, Dhaka",Apartment,16000.0,2 ,2 ,720 ,Dhaka,Mohammadpur
"Sector 1, Block F, Aftab Nagar, Dhaka",Apartment,23000.0,3 ,3 ,"1,500 ",Dhaka,Aftab Nagar
"Nasirabad Properties Residential Area, Khulshi, Chattogram",Apartment,35000.0,3 ,3 ,"1,762 ",Chattogram,Khulshi
"Sector 1, Block E, Aftab Nagar, Dhaka",Apartment,18000.0,3 ,2 ,"1,200 ",Dhaka,Aftab Nagar
"Mohammadpur, Dhaka",Apartment,20000.0,2 ,2 ,750 ,Dhaka,Mohammadpur
"Khulshi, Chattogram",Apartment,30000.0,3 ,4 ,"1,600 ",Chattogram,Khulshi
"Tajmahal Road, Mohammadpur, Dhaka",Apartment,20000.0,2 ,2 ,700 ,Dhaka,Mohammadpur
"Block H, Bashundhara R-A, Dhaka",Apartment,30000.0,3 ,3 ,"1,550 ",Dhaka,Bashundhara R-A
"Sector 9, Uttara, Dhaka",Apartment,60000.0,3 ,4 ,"1,825 ",Dhaka,Uttara
"11 No. South Kattali Ward, Chattogram",Apartment,16000.0,3 ,2 ,"1,200 ",Chattogram,11 No. South Kattali Ward
"Janata Housing, Sher- E- Banglanagar, West Agargaon, Agargaon, Dhaka",Apartment,26000.0,3 ,3 ,"1,530 ",Dhaka,Agargaon
"Section 1, Mirpur, Dhaka",Apartment,20000.0,3 ,3 ,"1,300 ",Dhaka,Mirpur
"Block C, Khilgaon, Dhaka",Apartment,17000.0,2 ,2 ,750 ,Dhaka,Khilgaon
"Sector 6, Uttara, Dhaka",Apartment,45000.0,3 ,3 ,"1,450 ",Dhaka,Uttara
"Baitul Aman Housing Society, Adabor, Dhaka",Apartment,18000.0,3 ,3 ,"1,200 ",Dhaka,Adabor
"Road No 1, Block A, Kolpolok R/A, 18 No. East Bakalia Ward, Bakalia, Chattogram",Apartment,20000.0,3 ,3 ,"1,250 ",Chattogram,Bakalia
"Tejgaon, Dhaka",Apartment,40000.0,3 ,3 ,"1,800 ",Dhaka,Tejgaon
"West Rampura, Rampura, Dhaka",Apartment,25000.0,2 ,3 ,"1,100 ",Dhaka,Rampura
"Cantonment, Dhaka",Apartment,15000.0,3 ,3 ,"1,200 ",Dhaka,Cantonment
"South Khulshi, Khulshi, Chattogram",Apartment,40000.0,4 ,5 ,"3,000 ",Chattogram,Khulshi
"West Agargaon, Agargaon, Dhaka",Apartment,20000.0,3 ,3 ,"1,365 ",Dhaka,Agargaon
"Sector 5, Uttara, Dhaka",Apartment,50000.0,3 ,3 ,"1,850 ",Dhaka,Uttara
"Mohammadpur, Dhaka",Apartment,45000.0,3 ,4 ,"1,513 ",Dhaka,Mohammadpur
"Uttar Badda, Badda, Dhaka",Apartment,35000.0,3 ,3 ,"1,738 ",Dhaka,Badda
"Gulshan 2, Gulshan, Dhaka",Apartment,120000.0,4 ,4 ,"3,050 ",Dhaka,Gulshan
"PC Culture Housing, Mohammadpur, Dhaka",Apartment,14000.0,2 ,2 ,800 ,Dhaka,Mohammadpur
"Shiddheswari, Dhaka",Apartment,50000.0,3 ,4 ,"1,550 ",Dhaka,Shiddheswari
"South Banasree Project, Banasree, Dhaka",Apartment,28000.0,4 ,3 ,"2,200 ",Dhaka,Banasree
"Khilkhet, Dhaka",Apartment,17000.0,3 ,3 ,"1,100 ",Dhaka,Khilkhet
"Rajarbagh, Motijheel, Dhaka",Apartment,30000.0,3 ,4 ,"1,600 ",Dhaka,Motijheel
"Sholokbahar, Chattogram",Apartment,21000.0,3 ,3 ,"1,200 ",Chattogram,Sholokbahar
"Matikata, Cantonment, Dhaka",Apartment,11000.0,2 ,2 ,850 ,Dhaka,Cantonment
"Mirpur, Dhaka",Apartment,16000.0,3 ,3 ,"1,150 ",Dhaka,Mirpur
"Block B, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",Apartment,20000.0,4 ,4 ,"1,600 ",Dhaka,Mohammadpur
"Mohammadia Housing Society, Mohammadpur, Dhaka",Apartment,23000.0,3 ,3 ,"1,400 ",Dhaka,Mohammadpur
"Block C, Dhaka Uddan, Mohammadpur, Dhaka",Apartment,20000.0,3 ,4 ,"1,700 ",Dhaka,Mohammadpur
"Dhanmondi, Dhaka",Apartment,65000.0,3 ,4 ,"3,000 ",Dhaka,Dhanmondi
"Block G, Bashundhara R-A, Dhaka",Apartment,26000.0,3 ,3 ,"1,500 ",Dhaka,Bashundhara R-A
"1st Colony, Mirpur, Dhaka",Apartment,30000.0,3 ,3 ,"1,500 ",Dhaka,Mirpur
"Shyamoli, Dhaka",Apartment,22000.0,3 ,2 ,"1,250 ",Dhaka,Shyamoli
"Agargaon, Dhaka",Apartment,20000.0,3 ,3 ,"1,200 ",Dhaka,Agargaon
"Mousumi Residential Area, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,9000.0,2 ,2 ,"1,050 ",Chattogram,Double Mooring
"West Kafrul, Taltola, Dhaka",Apartment,25000.0,3 ,3 ,"1,250 ",Dhaka,Taltola
"Shegunbagicha, Dhaka",Duplex,150000.0,5 ,8 ,"3,600 ",Dhaka,Shegunbagicha
"Shiddheswari, Dhaka",Apartment,50000.0,3 ,3 ,"2,150 ",Dhaka,Shiddheswari
"Sector 4, Uttara, Dhaka",Apartment,100000.0,4 ,4 ,"3,150 ",Dhaka,Uttara
"Block M, South Banasree Project, Banasree, Dhaka",Apartment,18000.0,3 ,2 ,"1,050 ",Dhaka,Banasree
"PC Culture Housing, Mohammadpur, Dhaka",Apartment,15000.0,2 ,2 ,700 ,Dhaka,Mohammadpur
"Middle Paikpara, Mirpur, Dhaka",Apartment,22000.0,3 ,3 ,"1,350 ",Dhaka,Mirpur
"Block J, Bashundhara R-A, Dhaka",Apartment,35000.0,3 ,4 ,"2,500 ",Dhaka,Bashundhara R-A
"Gulshan 2, Gulshan, Dhaka",Building,650000.0,7 ,8 ,"5,400 ",Dhaka,Gulshan
"Banani, Dhaka",Apartment,90000.0,3 ,3 ,"2,200 ",Dhaka,Banani
"Baridhara, Dhaka",Apartment,140000.0,4 ,4 ,"3,000 ",Dhaka,Baridhara
"Mohammadpur, Dhaka",Apartment,70000.0,3 ,4 ,"2,088 ",Dhaka,Mohammadpur
"Mohammadia Housing Society, Mohammadpur, Dhaka",Apartment,22000.0,3 ,3 ,"1,250 ",Dhaka,Mohammadpur
"West Rampura, Rampura, Dhaka",Apartment,22000.0,3 ,2 ,"1,100 ",Dhaka,Rampura
"Taltola, Khilgaon, Dhaka",Apartment,16000.0,2 ,2 ,900 ,Dhaka,Khilgaon
"Mirpur, Dhaka",Apartment,15000.0,3 ,3 ,"1,050 ",Dhaka,Mirpur
"Gulshan 2, Gulshan, Dhaka",Apartment,120000.0,3 ,3 ,"2,000 ",Dhaka,Gulshan
"Gulshan 2, Gulshan, Dhaka",Apartment,110000.00000000001,3 ,3 ,"2,500 ",Dhaka,Gulshan
"Block C, Bashundhara R-A, Dhaka",Apartment,80000.0,5 ,5 ,"3,000 ",Dhaka,Bashundhara R-A
"Block K, Baridhara, Dhaka",Apartment,170000.0,3 ,4 ,"2,600 ",Dhaka,Baridhara
"Sector 4, Uttara, Dhaka",Apartment,30000.0,3 ,3 ,"1,400 ",Dhaka,Uttara
"Kallyanpur, Mirpur, Dhaka",Apartment,20000.0,3 ,3 ,"1,350 ",Dhaka,Mirpur
"11 No. South Kattali Ward, Chattogram",Apartment,22000.0,3 ,3 ,"1,400 ",Chattogram,11 No. South Kattali Ward
"Banani, Dhaka",Apartment,120000.0,3 ,4 ,"2,200 ",Dhaka,Banani
"Block D, Mansurabad Housing Society, Adabor, Dhaka",Apartment,22000.0,3 ,3 ,"1,600 ",Dhaka,Adabor
"Sector 3, Uttara, Dhaka",Apartment,45000.0,3 ,2 ,"1,650 ",Dhaka,Uttara
"Sector 7, Uttara, Dhaka",Apartment,75000.0,4 ,4 ,"2,600 ",Dhaka,Uttara
"Chaktai, 19 No. South Bakalia Ward, Bakalia, Chattogram",Apartment,18000.0,2 ,2 ,900 ,Chattogram,Bakalia
"Sugandha Residential Area, Panchlaish, Chattogram",Apartment,30000.0,4 ,4 ,"2,000 ",Chattogram,Panchlaish
"Block I, Bashundhara R-A, Dhaka",Apartment,25000.0,3 ,3 ,"1,500 ",Dhaka,Bashundhara R-A
"Kunjachaya Residential Area, Bayazid, Chattogram",Apartment,16000.0,3 ,2 ,"1,100 ",Chattogram,Bayazid
"Block A, Bashundhara R-A, Dhaka",Apartment,44000.0,3 ,4 ,"1,887 ",Dhaka,Bashundhara R-A
"Ring Road, Mohammadpur, Dhaka",Apartment,27000.0,3 ,3 ,"1,350 ",Dhaka,Mohammadpur
"Chandmiya Housing, Mohammadpur, Dhaka",Apartment,35000.0,3 ,3 ,"1,560 ",Dhaka,Mohammadpur
"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,16000.0,3 ,4 ,"1,654 ",Dhaka,Uttara
"Sector 13, Uttara, Dhaka",Apartment,22000.0,2 ,2 ,"1,000 ",Dhaka,Uttara
"Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka",Apartment,17000.0,3 ,2 ,"1,000 ",Dhaka,Agargaon
"Banani DOHS, Dhaka",Apartment,60000.0,3 ,4 ,"1,800 ",Dhaka,Banani DOHS
"Sector 11, Uttara, Dhaka",Apartment,35000.0,3 ,3 ,"1,400 ",Dhaka,Uttara
"Shantinagar, Dhaka",Apartment,45000.0,3 ,4 ,"1,591 ",Dhaka,Shantinagar
"Chowdhuripara, Khilgaon, Dhaka",Apartment,25000.0,2 ,2 ,"1,050 ",Dhaka,Khilgaon
"Block K, Bashundhara R-A, Dhaka",Apartment,28000.0,3 ,3 ,"1,450 ",Dhaka,Bashundhara R-A
"Block A, Arakan Housing Society, Badurtala, Sholokbahar, Chattogram",Apartment,15000.0,3 ,3 ,"1,250 ",Chattogram,Sholokbahar
"Middle Badda, Badda, Dhaka",Apartment,30000.0,3 ,3 ,"1,340 ",Dhaka,Badda
"PC Culture Housing, Mohammadpur, Dhaka",Apartment,17000.0,3 ,2 ,"1,050 ",Dhaka,Mohammadpur
"Baridhara DOHS, Dhaka",Apartment,120000.0,4 ,5 ,"2,600 ",Dhaka,Baridhara DOHS
"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka",Apartment,17000.0,3 ,3 ,"1,100 ",Dhaka,Mohammadpur
"Nasirabad Housing Society, Muradpur, Chattogram",Apartment,40000.0,3 ,3 ,"2,000 ",Chattogram,Muradpur
"Block M, Banasree, Dhaka",Apartment,19000.0,3 ,3 ,"1,060 ",Dhaka,Banasree
"Bot Tola, Khilkhet, Dhaka",Apartment,13000.0,2 ,2 ,700 ,Dhaka,Khilkhet
"Kathalbagan, Dhaka",Apartment,30000.0,3 ,3 ,"1,250 ",Dhaka,Kathalbagan
"Block K, Baridhara, Dhaka",Apartment,220000.00000000003,4 ,4 ,"3,500 ",Dhaka,Baridhara
"Baigertek, Cantonment, Dhaka",Apartment,16000.0,3 ,3 ,"1,260 ",Dhaka,Cantonment
"Block E, Chandrima Model Town, Mohammadpur, Dhaka",Apartment,16500.0,3 ,3 ,"1,650 ",Dhaka,Mohammadpur
"Tilpapara, Khilgaon, Dhaka",Apartment,32000.0,3 ,3 ,"1,300 ",Dhaka,Khilgaon
"Middle Paikpara, Mirpur, Dhaka",Apartment,17000.0,3 ,3 ,"1,150 ",Dhaka,Mirpur
"32 No. Andarkilla Ward, Chattogram",Apartment,18000.0,2 ,2 ,950 ,Chattogram,32 No. Andarkilla Ward
"Mohammadi Housing LTD., Mohammadpur, Dhaka",Apartment,15000.0,2 ,2 ,700 ,Dhaka,Mohammadpur
"Sector 4, Uttara, Dhaka",Apartment,50000.0,3 ,4 ,"1,975 ",Dhaka,Uttara
"Kachukhet, Dhaka",Apartment,8500.0,1 Bed,1 Bath,550 ,Dhaka,Kachukhet
"Malibagh, Dhaka",Apartment,29000.0,3 ,3 ,"1,620 ",Dhaka,Malibagh
"Talertek, Khilkhet, Dhaka",Apartment,15000.0,2 ,2 ,720 ,Dhaka,Khilkhet
"Middle Paikpara, Mirpur, Dhaka",Apartment,18000.0,3 ,2 ,"1,050 ",Dhaka,Mirpur
"West Rampura, Rampura, Dhaka",Apartment,30000.0,3 ,3 ,"1,300 ",Dhaka,Rampura
"Middle Monipur, Mirpur, Dhaka",Apartment,16000.0,3 ,3 ,"1,250 ",Dhaka,Mirpur
"Chadra Nagar, Bayazid, Chattogram",Apartment,25000.0,4 ,3 ,"1,700 ",Chattogram,Bayazid
"Kallyanpur, Mirpur, Dhaka",Apartment,13000.0,2 ,2 ,825 ,Dhaka,Mirpur
"Gulshan 1, Gulshan, Dhaka",Apartment,120000.0,3 ,3 ,"2,650 ",Dhaka,Gulshan
"Gulshan 2, Gulshan, Dhaka",Apartment,250000.0,3 ,3 ,"3,300 ",Dhaka,Gulshan
"Banani, Dhaka",Apartment,70000.0,3 ,3 ,"2,200 ",Dhaka,Banani
"Ring Road, Mohammadpur, Dhaka",Apartment,17000.0,2 ,2 ,700 ,Dhaka,Mohammadpur
"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,12500.0,2 ,2 ,750 ,Dhaka,Mirpur
"Sector 7, Uttara, Dhaka",Apartment,85000.0,4 ,4 ,"2,350 ",Dhaka,Uttara
"Matikata, Cantonment, Dhaka",Apartment,16500.0,3 ,3 ,"1,400 ",Dhaka,Cantonment
"Block E, Kaderabad Housing Society, Bosila, Mohammadpur, Dhaka",Apartment,22000.0,3 ,3 ,"1,200 ",Dhaka,Mohammadpur
"Baitul Aman Housing Society, Adabor, Dhaka",Apartment,20000.0,3 ,3 ,"1,280 ",Dhaka,Adabor
"Shiddheswari, Dhaka",Apartment,50000.0,3 ,3 ,"2,150 ",Dhaka,Shiddheswari
"Block A, Bashundhara R-A, Dhaka",Apartment,35000.0,3 ,4 ,"1,430 ",Dhaka,Bashundhara R-A
"Shantibag, Malibagh, Dhaka",Apartment,22000.0,3 ,3 ,"1,000 ",Dhaka,Malibagh
"Sector 10, Uttara, Dhaka",Apartment,22000.0,3 ,3 ,"1,300 ",Dhaka,Uttara
"Baitul Aman Housing Society, Adabor, Dhaka",Apartment,25000.0,3 ,3 ,"1,250 ",Dhaka,Adabor
"Mohakhali DOHS, Dhaka",Apartment,120000.0,4 ,5 ,"2,700 ",Dhaka,Mohakhali DOHS
"Block D, Lalmatia, Dhaka",Apartment,65000.0,3 ,3 ,"2,000 ",Dhaka,Lalmatia
"Tejgaon, Dhaka",Apartment,50000.0,4 ,4 ,"2,100 ",Dhaka,Tejgaon
"Baridhara DOHS, Dhaka",Apartment,60000.0,4 ,4 ,"2,500 ",Dhaka,Baridhara DOHS
"South Bashabo, Bashabo, Dhaka",Apartment,25000.0,4 ,3 ,"1,300 ",Dhaka,Bashabo
"VIP Housing Society, South Khulshi, Khulshi, Chattogram",Apartment,35000.0,3 ,3 ,"2,000 ",Chattogram,Khulshi
"Sector 1, Block E, Aftab Nagar, Dhaka",Apartment,25000.0,3 ,3 ,"1,440 ",Dhaka,Aftab Nagar
"PC Culture Housing, Mohammadpur, Dhaka",Apartment,15000.0,2 ,2 ,800 ,Dhaka,Mohammadpur
"South Khulshi, Khulshi, Chattogram",Apartment,30000.0,3 ,3 ,"1,400 ",Chattogram,Khulshi
"Mohakhali DOHS, Dhaka",Apartment,30000.0,2 ,2 ,"1,000 ",Dhaka,Mohakhali DOHS
"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,75000.0,4 ,4 ,"3,100 ",Chattogram,Khulshi
"Mohammadpur, Dhaka",Apartment,17000.0,2 ,2 ,750 ,Dhaka,Mohammadpur
"Block K, Baridhara, Dhaka",Building,1200000.0,15 ,10 ,"16,000 ",Dhaka,Baridhara
"Uttar Badda, Badda, Dhaka",Apartment,25000.0,3 ,3 ,"1,350 ",Dhaka,Badda
"Dampara, 14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar, Chattogram",Apartment,17000.0,3 ,3 ,"1,500 ",Chattogram,Lal Khan Bazaar
"Middle Badda, Badda, Dhaka",Apartment,19000.0,3 ,3 ,"1,350 ",Dhaka,Badda
"Shyamoli, Dhaka",Apartment,22000.0,3 ,2 ,"1,312 ",Dhaka,Shyamoli
"Raufabad Residential Area, Bayazid, Chattogram",Apartment,13000.0,2 ,2 ,"1,000 ",Chattogram,Bayazid
"South Banasree Project, Banasree, Dhaka",Apartment,22000.0,3 ,3 ,"1,300 ",Dhaka,Banasree
"Mohammadpur, Dhaka",Apartment,17000.0,2 ,2 ,720 ,Dhaka,Mohammadpur
"Sector 4, Uttara, Dhaka",Apartment,50000.0,3 ,4 ,"1,975 ",Dhaka,Uttara
"East Rampura, Rampura, Dhaka",Apartment,22000.0,3 ,3 ,"1,400 ",Dhaka,Rampura
"Jalalabad Housing Society, West Khulshi, 9 No. North Pahartali Ward, Chattogram",Apartment,20000.0,3 ,3 ,"1,250 ",Chattogram,9 No. North Pahartali Ward
"PC Culture Housing, Mohammadpur, Dhaka",Apartment,26000.0,3 ,3 ,"1,500 ",Dhaka,Mohammadpur
"Sector 2, Block E, Aftab Nagar, Dhaka",Apartment,26000.0,3 ,3 ,"1,700 ",Dhaka,Aftab Nagar
"Mohammadi Housing LTD., Mohammadpur, Dhaka",Apartment,18700.0,3 ,3 ,"1,200 ",Dhaka,Mohammadpur
"Bangladesh Co-operative Housing Society, Bayazid, Chattogram",Apartment,11000.0,3 ,2 ,"1,165 ",Chattogram,Bayazid
"Block F, Bashundhara R-A, Dhaka",Apartment,40000.0,3 ,4 ,"2,250 ",Dhaka,Bashundhara R-A
"Matikata, Cantonment, Dhaka",Apartment,13000.0,2 ,2 ,850 ,Dhaka,Cantonment
"16 No. Chawk Bazaar Ward, Chattogram",Apartment,35000.0,3 ,4 ,"1,800 ",Chattogram,16 No. Chawk Bazaar Ward
"Shyamoli, Dhaka",Apartment,25000.0,3 ,4 ,"1,500 ",Dhaka,Shyamoli
"Sector 1, Block G, Aftab Nagar, Dhaka",Apartment,17000.0,3 ,3 ,"1,100 ",Dhaka,Aftab Nagar
"Badda, Dhaka",Apartment,20000.0,2 ,2 ,720 ,Dhaka,Badda
"Kunjachaya Residential Area, Bayazid, Chattogram",Apartment,17000.0,3 ,2 ,"1,100 ",Chattogram,Bayazid
"Sector 4, Uttara, Dhaka",Apartment,50000.0,3 ,4 ,"1,975 ",Dhaka,Uttara
"West Agargaon, Agargaon, Dhaka",Apartment,22000.0,3 ,3 ,"1,200 ",Dhaka,Agargaon
"East Kazipara, Mirpur, Dhaka",Apartment,13000.0,2 ,2 ,750 ,Dhaka,Mirpur
"Block G, Bashundhara R-A, Dhaka",Apartment,24000.0,3 ,3 ,"1,550 ",Dhaka,Bashundhara R-A
"Mohammadpur, Dhaka",Apartment,25000.0,3 ,3 ,"1,400 ",Dhaka,Mohammadpur
"Block K, Baridhara, Dhaka",Apartment,80000.0,3 ,3 ,"1,700 ",Dhaka,Baridhara
"Gulshan 1, Gulshan, Dhaka",Apartment,80000.0,3 ,3 ,"1,950 ",Dhaka,Gulshan
"O R Nizam Road Residential Area, Nasirabad, 15 No. Bagmoniram Ward, Chattogram",Apartment,35000.0,3 ,3 ,"1,875 ",Chattogram,15 No. Bagmoniram Ward
"Block B, Aftab Nagar, Dhaka",Apartment,30000.0,3 ,3 ,"1,600 ",Dhaka,Aftab Nagar
"Abdur Rafique Housing Society, Shekhertek, Mohammadpur, Dhaka",Apartment,16000.0,2 ,2 ,750 ,Dhaka,Mohammadpur
"South Khulshi, Khulshi, Chattogram",Apartment,30000.0,3 ,3 ,"1,400 ",Chattogram,Khulshi
"Katabon, New Market, Dhaka",Apartment,60000.0,3 ,4 ,"1,500 ",Dhaka,New Market
"Bayazid Nagar Residential Area, Bayazid, Chattogram",Apartment,15000.0,3 ,3 ,"1,400 ",Chattogram,Bayazid
"Gulshan 2, Gulshan, Dhaka",Apartment,500000.0,5 ,5 ,"5,400 ",Dhaka,Gulshan
"Mohammadpur, Dhaka",Apartment,26000.0,3 ,3 ,"1,000 ",Dhaka,Mohammadpur
"Middle Badda, Badda, Dhaka",Apartment,30000.0,3 ,3 ,"1,340 ",Dhaka,Badda
"New Eskaton, Eskaton, Dhaka",Apartment,35000.0,3 ,3 ,"1,300 ",Dhaka,Eskaton
"Sector 12, Uttara, Dhaka",Apartment,30000.0,3 ,3 ,"1,600 ",Dhaka,Uttara
"Sector 1, Block E, Aftab Nagar, Dhaka",Apartment,25000.0,3 ,3 ,"1,440 ",Dhaka,Aftab Nagar
"Banani DOHS, Dhaka",Apartment,85000.0,3 ,3 ,"1,800 ",Dhaka,Banani DOHS
"Block D, Bashundhara R-A, Dhaka",Apartment,30000.0,3 ,3 ,"1,250 ",Dhaka,Bashundhara R-A
"Block A, Rahman Nagar, Nasirabad, Bayazid, Chattogram",Apartment,18000.0,3 ,3 ,"1,350 ",Chattogram,Bayazid
"Kallyanpur, Mirpur, Dhaka",Apartment,18000.0,3 ,3 ,"1,225 ",Dhaka,Mirpur
"Block B, Bashundhara R-A, Dhaka",Apartment,50000.0,3 ,3 ,"1,800 ",Dhaka,Bashundhara R-A
"Middle Badda, Badda, Dhaka",Apartment,18000.0,3 ,2 ,"1,000 ",Dhaka,Badda
"Barontek, Cantonment, Dhaka",Apartment,12000.0,3 ,3 ,"1,200 ",Dhaka,Cantonment
"Mohammadia Housing Society, Mohammadpur, Dhaka",Apartment,18500.0,2 ,2 ,800 ,Dhaka,Mohammadpur
"Baitul Aman Housing Society, Adabor, Dhaka",Apartment,18000.0,3 ,3 ,"1,050 ",Dhaka,Adabor
"Mohammadpur, Dhaka",Apartment,20000.0,2 ,2 ,700 ,Dhaka,Mohammadpur
"Block C, Mansurabad Housing Society, Adabor, Dhaka",Apartment,21000.0,3 ,3 ,"1,250 ",Dhaka,Adabor
"Dhanmondi, Dhaka",Apartment,65000.0,3 ,4 ,"2,200 ",Dhaka,Dhanmondi
"East Nasirabad, Chattogram",Apartment,30000.0,3 ,3 ,"2,000 ",Chattogram,East Nasirabad
"Shahid Nagar, Bayazid, Chattogram",Apartment,12000.0,2 ,2 ,950 ,Chattogram,Bayazid
"Haji Muzaffar Ahmed Chowdhury Sharok, Muzaffarnagar Residential Area, Polytechnic, Bayazid, Chattogram",Apartment,15000.0,3 ,3 ,"1,200 ",Chattogram,Bayazid
"Block D, Bashundhara R-A, Dhaka",Apartment,40000.0,3 ,3 ,"1,300 ",Dhaka,Bashundhara R-A
"Banani, Dhaka",Apartment,120000.0,3 ,4 ,"2,000 ",Dhaka,Banani
"Gulshan 1, Gulshan, Dhaka",Apartment,150000.0,4 ,4 ,"3,200 ",Dhaka,Gulshan
"Shahid Nagar, Bayazid, Chattogram",Apartment,14000.0,3 ,2 ,"1,100 ",Chattogram,Bayazid
"Nurer Chala, Badda, Dhaka",Apartment,17000.0,3 ,2 ,900 ,Dhaka,Badda
"Malibagh, Dhaka",Apartment,30000.0,3 ,3 ,"1,600 ",Dhaka,Malibagh
"25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,25000.0,3 ,3 ,"1,650 ",Chattogram,Double Mooring
"Shyamoli, Dhaka",Apartment,35000.0,3 ,3 ,"1,390 ",Dhaka,Shyamoli
"Banani, Dhaka",Apartment,90000.0,3 ,4 ,"2,485 ",Dhaka,Banani
"Shiddheswari, Dhaka",Apartment,45000.0,3 ,4 ,"1,500 ",Dhaka,Shiddheswari
"Aman Bazar, 1 No. South Pahartali Ward, Hathazari, Chattogram",Apartment,5500.0,1 Bed,1 Bath,800 ,Chattogram,Hathazari
"Green Valley, Bayazid, Chattogram",Apartment,11000.0,2 ,2 ,800 ,Chattogram,Bayazid
"Tejgaon, Dhaka",Apartment,32000.0,3 ,4 ,"1,580 ",Dhaka,Tejgaon
"Block M, Banasree, Dhaka",Apartment,18000.0,3 ,3 ,"1,060 ",Dhaka,Banasree
"Shahid Nagar, Bayazid, Chattogram",Apartment,10500.0,2 ,2 ,850 ,Chattogram,Bayazid
"Mohammadpur, Dhaka",Apartment,17000.0,2 ,2 ,720 ,Dhaka,Mohammadpur
"11 No. South Kattali Ward, Chattogram",Apartment,16000.0,3 ,2 ,"1,200 ",Chattogram,11 No. South Kattali Ward
"Kunipara, Tejgaon Industrial Area, Tejgaon, Dhaka",Apartment,15000.0,2 ,1 Bath,500 ,Dhaka,Tejgaon
"Sholokbahar, Chattogram",Apartment,13000.0,3 ,2 ,"1,000 ",Chattogram,Sholokbahar
"Baitul Aman Housing Society, Adabor, Dhaka",Apartment,25000.0,3 ,4 ,"1,360 ",Dhaka,Adabor
"Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka",Apartment,13500.0,2 ,2 ,800 ,Dhaka,Agargaon
"Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,14000.0,3 ,2 ,"1,100 ",Chattogram,Double Mooring
"Dakkhin Paikpara, Mirpur, Dhaka",Apartment,15000.0,3 ,2 ,"1,150 ",Dhaka,Mirpur
"Block D, Bashundhara R-A, Dhaka",Apartment,50000.0,3 ,3 ,"2,015 ",Dhaka,Bashundhara R-A
"Sector 1, Block E, Aftab Nagar, Dhaka",Apartment,30000.0,3 ,3 ,"1,755 ",Dhaka,Aftab Nagar
"Sector 5, Uttara, Dhaka",Apartment,70000.0,3 ,4 ,"2,543 ",Dhaka,Uttara
"Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",Apartment,28000.0,3 ,3 ,"1,400 ",Chattogram,Khulshi
"Dhanmondi, Dhaka",Apartment,27000.0,3 ,3 ,"1,350 ",Dhaka,Dhanmondi
"Khilbari Tek, Badda, Dhaka",Apartment,30000.0,3 ,3 ,"1,530 ",Dhaka,Badda
"Gulshan 2, Gulshan, Dhaka",Apartment,140000.0,4 ,4 ,"2,850 ",Dhaka,Gulshan
